,Main Location,Price(Cr),Bath(s),Area(Marla),Bedroom(s),Description,IsPrimeLoc,SolarInstalled,WaterBore,CornerHouse,luxury_type,Servant Quarters,Kitchens,Store Rooms,Storey Unit,Property era
4254,Japan Road,1.15,3.0,5.0,3.0,"Gray structure Available for sale Gas, Electricity, Water Available Near to park Near Ebadat Uni Islamabad for more details plzz call or Whatsapp",False,False,False,False,1,,3.0,,1.0,Brand New (2025)
4255,MPCHS - Multi Gardens,2.5,6.0,7.0,5.0,"7 Marla ( 30*60 ) Brand New House For Sale. In Multi Gardens MPCSH B-17 Block E Islamabad. House Size 50*90. 4 Bedrooms. 6 Baths. 2 Drawing Dining. 2 Kitchen. 2 TV Lounge. 2 Car Parking Space. Mumty Room+ Bath. Electricity , Water And Gas Available. Note: Original Pictures And Fair Deal Is Our Main Priority. Interested People Can Contact Easily.",False,False,False,False,1,,2.0,,2.0,Brand New (2025)
4258,H-13,2.35,4.0,5.0,4.0,H-13 Brand New House Double Story For Sale Top Location 4 Room Attached Bath Tv Lounge Kitchen And Store Deal With Owner More Options Also Available Just Contact Us Thanks,False,False,False,False,1,,,,2.0,Brand New (2025)
4259,I-10,5.5,5.0,8.0,6.0,near to main markaz marble floor excellent wood work best investment opportunity,False,False,False,False,1,,,,,Recently Built
4260,G-15,3.6,4.0,7.0,6.0,house for sale butifuull house all facilities available near to masjid near to park near to men double road,False,False,False,False,1,,,,,Brand New (2025)
4261,B-17,2.15,4.0,5.0,4.0,"Double Unit House for Sale F Block, 2550 Location: F Block, 60 Ft Road Size: 2550 Double Unit Construction 2 Open Kitchens 2 Open Drawing Rooms 4 Master Bedrooms 4 Modern Washrooms All basic facilities available Wide 60 Ft Road access Ideal for families or rental investment Demand: 2.15 Crore",False,False,False,False,1,,,,2.0,Brand New (2025)
4262,B-17,8.3,7.0,20.0,6.0,"*Designer House for Sale *Location: Block C, B17, Multi Gardens, Islamabad Contact View Contact Detail *Category:* Designer House, Double Heighted Lobby, Sunfacing *Asking Price* 8.30 Cr Only/- *Features:* - Grand Entrance - Luxurious Finishing - Single Unit - 15 KV Solar with Green Meter - Electric Fencing - CCTV Cameras - Curtains - 4 Cars Parking Space - 1 Drawing Room - 2 TV Lounges - 6 Bedrooms - 1 Designer Kitchen - 1 Designer kitchnet - 1 Room on Mumty - Sitting Space on Mumty - Open Terrace - Near to Masjid, B-1 Markaz, Parks, Multi Club, J7 Emporium and Capital Square",False,True,False,False,0,2.0,2.0,2.0,1.0,Brand New (2025)
4265,I-8,13.25,6.0,12.4,6.0,"We present you a well-constructed, decent house in the heart of Islamabad. Within a 2 min walking distance to Park, Masjid and Market, this house is located at one of the most in demand locations in I-8. This property comes with durable and quality construction. The layout of the house is well thought and has plenty of accommodation with spacious rooms. Location With Easy access and 50 feet wide streets, sector I-8 Provides a sophisticated and lush green enviornment to its residents. Its emerging Markaz provides its residents with all kinds of needs and wants. Original Pictures will be shared on request due to privacy concerns",False,False,False,False,0,2.0,2.0,2.0,2.0,Established
4266,DHA Phase 2,13.5,7.0,20.0,5.0,"Elite Property Exchange Offers 5 Luxury Bedrooms With Attached Branded Washrooms. Powder Room For Guests. Imported Tiled Flooring Huge Beautiful Open Kitchen With Solid Cabinets And Corean Countertop Vatti Appliances, 2 Door Fridge And Automatic Washing Machine In Kitchen 2 Beautiful TV Lounge With Wooden Flooring And Beautiful Tv Console Imported Tiles In Washroom 3 Cars Parking Space. . Solid Golden Teak Wood Doors. High Quality Imported Tiled Flooring. Pakistan Electric Cable Used In House Weather Shield Protection On The House Fancy Elegant Chandelier. High Quality Paint And Polish Work. Branded High Quality Aluminum And Glass Work.",False,False,False,False,0,1.0,1.0,2.0,2.0,Brand New (2025)
4267,F-11,20.0,6.0,20.0,7.0,Available F-11/3 House for sale Attractive location Livable House 7 Bed 7 Baths 2 Kitchens Near to Markaz,False,False,False,False,0,1.0,1.0,1.0,3.0,Modern Era
4268,I-8,12.75,6.0,12.0,6.0,House Is Available For Sale 6 Beds With Attached Baths DD TV Lounge Kitchen Store Room Car Parking CDA TRANSFER Best Option For Living Near Markaz School Masjid And Community Park Peaceful Environment More Options Also Available Get In Touch With Us Today For More Information And Direct Deal.,False,False,False,False,0,,,,,Recently Built
4270,DHA Phase 2,12.85,6.0,20.0,5.0,"Blue Rock Investment Presents The 1 kanal Brand New Stylish And Designer House Up For Sale In DHA Phase 2 Islamabad. All Fitting And Finishing Are Imported Near School, Masjid And Market. The Main Feature Are : Design As a Single Unit 5 Beautiful Bedrooms 6 Stylish Bathrooms 2 Specious TV Lounge Drawing And Dining 2 Unique Kitchens Store Servant Room With Bath 3 Car Parking Green Lush Lawn For More Details, Please Contact As Feel Free Very Neat And Clean Deal, Meeting Is Possible With Direct House Owber.",False,False,False,False,0,2.0,2.0,1.0,1.0,Brand New (2025)
4271,MPCHS - Multi Gardens,4.5,6.0,10.0,6.0,"Brand New 35x70 Double storey double unit Sector B-17 Block: B Street 45 6 beds, one servent quarter, 8 baths, 2 DD, 2 TVL, 2 kitchens, 3 cars parking, 2 electricity meters, 2 gas meters, 1 boring and 1 society water connection Demand. 4.50crore",False,False,False,False,0,1.0,1.0,1.0,2.0,Brand New (2025)
4272,MPCHS - Multi Gardens,4.1,6.0,10.0,6.0,"10 marla house as dimension 35x70 located on prime location of this block, having 6 beds attach baths, double drawing dinning, double tv lounge, double kitchen, car parking, solid wood work, two sui gas meters installed, two electricity meters installed, water boring availble, ideal for living and save investment, for further details can contact",True,False,True,False,0,1.0,2.0,1.0,2.0,Recently Built
4273,Bani Gala,1.35,3.0,5.0,2.0,"5 Marla Single Storey House For Sale In Bani Gala Demand 1 Crore 35 Lack Near Alid Bank The highly lucrative real estate options in Bani Gala should not be missed. Priced at Rs. 13500000, what more could you ask for? The best feature of the House is its prime central location and such a property is hard to come by easily. You can find modern design properties in Bani Gala as it is rapidly developing with new projects coming up frequently. New house for sale have just popped up, so book an appointment today to find your dream home. If you're looking for 5 Marla property, we have what you need! Know more about the property with the details given below. With central heating available in the House, now you can stay active indoors as well during the cold months. Pending discussions can all take place in the sitting room that comes with this property. Central air conditioning in the House ensures the temperate inside is always maintained. With easy access to nearby facilities, along with broadband internet, enjoy a comfortable lifestyle here. A separate laundry room is perfect for washing and drying clothes in privacy. Double Glazed windows are a perfect solution to outside noise. This House comes with a sizeable dining room where you can have family meals together. You can contact on our given details below to book your appointment.",False,False,False,False,0,,1.0,,1.0,Brand New (2025)
4275,DHA Phase 2,13.5,6.0,20.0,5.0,Location: Dha phase II Islamabad Demand: 13.75 Cr - 5 bedroom - 5 washrooms with jaccuzis - Double heighted lobby - Custom Cut Marble Flooring - High Quality lights and chandeliers - High End paint finishing - 3D Travertine Walls - Huge Car parking space - Solid Wood doors - South facing house - Premium & Sleek Kitchens - Branded Appliances - Grohe and Roca Fittings and ceramics - WalkinWardrobes,False,False,False,False,1,1.0,2.0,1.0,2.0,Brand New (2025)
4276,DHA Phase 2,7.7,6.0,12.0,5.0,corner 12 marla house for sale at ideal location of sector E Details : 5 bedrooms TV lounge Drawing room 2 kitchen Dem 7.70,False,False,False,True,0,1.0,2.0,1.0,2.0,Brand New (2025)
4277,Airport Enclave,1.2,6.0,5.0,4.0,"5 Marla Brand New Grey Structure for Sale in Airport Enclave on Investor Price A+ Construction Are you searching for a 5 Marla brand new house for sale in Airport Enclave Islamabad? This stunning A+ quality construction is the perfect combination of modern design, smart planning on investor Price 1 mint Away from Sirinagar Highway 10 Mints away from New Islamabad International Airport 5 Mint to Peshawar Motorway Property Highlights: 4 spacious bedrooms with attached modern bathrooms 2 stylish kitchens 2 Drawing Rooms",False,False,False,False,0,1.0,2.0,,2.0,Brand New (2025)
4278,DHA Valley,0.85,2.0,5.0,2.0,"4 Marla Extra Land - Excellent Location, Decent And Educated Neighborhood, Spacious Lawn, 2 Bedrooms With Attached Baths, TV Lounge, Separate Laundry Area, 5 Car Parking Space, Front Open - Spacious Green Belt on the front Near to Masjid, Commercial area, Horse riding club, Medical center, etc",False,False,False,False,0,1.0,1.0,1.0,2.0,Recently Built
4279,G-6,45.0,5.0,48.0,5.0,"Its an old construction, demolish able Corner house with 1 Kanal plot Excellent location Bagum Sarfraz Road 1200 Square yards",False,False,False,True,0,1.0,1.0,1.0,2.0,Recently Built
4280,DHA Phase 2,10.9,6.0,20.0,5.0,Dha2 One Kanal Brand New Luxurious House Prime Location Of Dha2,True,False,False,False,0,2.0,2.0,2.0,2.0,Recently Built
4281,G-13,3.25,5.0,4.4,4.0,Size 25 X 40 Modern Luxury House For Sale in G-13 Islamabad * 4 Bedrooms * 5 washrooms * 2 Kitchen * 2 T. V/L * 2 Drawing Dinning * 2 Servant Room * 1 Car Porch * Situated Near Kashmir Highway And Metro Station. * Water Boring With 24/7 Water Supply * Water Supply From FGHEF Is Even Sufficient In The Street * Imported Washroom And Kitchen With Imported Floor Tiles In Kitchen * SS Railing In Staircase And Front Elevation * Outclass Imported Woodwork * Modern Lever Sets In Kitchen N Washrooms * Near To Masjid And Market Prime Location. Reasonable Demand. For More Details And Option Please Contact Us,True,False,True,False,0,1.0,2.0,1.0,2.0,Modern Era
4282,G-9,10.5,5.0,14.0,5.0,"G9/3,Beautiful Location house cda transfer sun face available very nice location near to market park school and metro station for more details please contact us If you're thinking of moving to Islamabad, we have the right options for you. The G-9/3 is great to settle down, so you can start looking for options already. You won't find House like this too often. So, it's better to beat the clock before someone else grabs it up for comfort. 14 Marla properties don't come by easily, so invest while you can. You will be hard-pressed to find such a price of Rs. 92500000 in the area. Buying this property is bound to make you reasonable profits. Read below to find out what this property offers. Double-glazed windows provide better protection to home interiors through superior insulation. Laundry can now become easier to do with the dedicated laundry room in the House. A prayer room in the House provides a peaceful setting to offer prayers. You can use the powder room of the property as an additional bathroom. Central air-conditioning in the House can help you sleep better with uniform cooling throughout the house. As a resident, you don't have to worry about waste disposal as that is effectively taken care of. The House has a separate praying area that you can personalise according to your liking. If you still want to get the full low-down on this offer, please connect with us today.",False,False,False,False,0,2.0,2.0,2.0,3.0,Established
4283,B-17,2.9,7.0,7.0,7.0,"7 Marla Brand New House for Sale in B-17 Multi Gardens, Islamabad Beautifully designed 7 Marla brand new house available for sale in the prime location of B-17 Multi Gardens. This modern home features: 7 spacious rooms 7 stylish washrooms 2 modern kitchens Elegant design and high-quality fittings Ideal for families seeking comfort and luxury Located in a peaceful and secure area with easy access to schools, parks, and markets. Dont miss this perfect investment opportunity!",True,False,False,False,0,,2.0,,2.0,Brand New (2025)
4285,F-11,32.5,6.0,20.0,9.0,"HOUSE FOR SALE SECTOR F 11 SIZE ONE KANAL WITH 8 KANALS EXTRA LAND TOP LOCATION HOUSE FOR SALE SECTOR F 11 TOP LOCATION Elegant 9-Bedroom Corner Residence With Landscaped Greenbelt & Dual Access 500 Sq Yards | 9 Beds | 3 Levels | 8 Kanal Extra Land Property Highlights 9 Bedrooms | 10 Bathrooms across three spacious levels lower ground, ground, and first floor 3 Modern Kitchens (one on each level) price 32. Crore Fainal No Real Pics Serious client can be WhatsApp a pics vedios",False,False,False,True,0,,3.0,2.0,1.0,Recently Built
4286,F-17,2.85,7.0,8.0,7.0,"For the kind of well-designed House you are looking for, this one is a great option. The property is secure and well-constructed with modern features, so a demand of PKR Rs. 28500000 is quite reasonable. It's very convenient to live in F-17 in one of the upcoming housing projects as they were well-planned with all kinds of amenities present inside. An offer like this one comes across only lucky few property buyers. If you think that this property's location in F-17 is just swell, we'd recommend that you sign up for it quickly. Hurry up before this 8 Marla House meets a new party. You can read more about the property features below. An attached study will allow your children to excel in their studies. Your kids can play to their heart's content in the play area adjoining the property. The community swimming pool in the building/society is a great facility, especially for the kids. De-clutter your mind in the steam room that is part of the House. Central heating in the House makes the space cozier and perfect for winter night parties. The mosques near the House supports religious learning for all age groups. Setup the barbecue area at home, just the way you like and impress your guests. Contact us for booking details and information.",False,False,False,False,0,1.0,1.0,,,Modern Era
